"species_code","alt_full_spp_code","n_locations","scientific_name","american_english_name","nom_francais_canadien","nombre_espanol_mexicano","taxonomy_version","taxonomic_sort_order"
"grerhe1",NA,"1","Rhea americana","Greater Rhea","Nandou d'Amérique","Ñandú Común",2021.01,8
"gretin1",NA,"3","Tinamus major","Great Tinamou","Grand Tinamou","Tinamú Mayor",2021.01,39
"wfwduc1",NA,"1","Dendrocygna viduata","White-faced Whistling-Duck","Dendrocygne veuf","Pijije Cariblanco",2021.01,219
"bbwduc",NA,"65","Dendrocygna autumnalis","Black-bellied Whistling-Duck","Dendrocygne à ventre noir","Pijije Alas Blancas",2021.01,221
"fuwduc",NA,"2","Dendrocygna bicolor","Fulvous Whistling-Duck","Dendrocygne fauve","Pijije Canelo",2021.01,226
"snogoo",NA,"121","Anser caerulescens","Snow Goose","Oie des neiges","Ganso Blanco",2021.01,242
"rosgoo",NA,"4","Anser rossii","Ross's Goose","Oie de Ross","Ganso de Ross",2021.01,245
"swagoo1",NA,"1","Anser cygnoides","Swan Goose","Oie cygnoïde","Ganso Cisnal",2021.01,252
"gwfgoo",NA,"13","Anser albifrons","Greater White-fronted Goose","Oie rieuse","Ganso Careto Mayor",2021.01,255
"gwfgoo2","gwfgoo","1","Anser albifrons gambelli/sponsa","Greater White-fronted Goose (Western)","Oie rieuse (gambelli/sponsa)","Ganso Careto (Occidental)",2021.01,258
"domgoo1",NA,"10","Anser sp. (Domestic type)","Domestic goose sp. (Domestic type)","Anser sp. (forme domestique)","Ganso sp. (Doméstico)",2021.01,277
"brant",NA,"3","Branta bernicla","Brant","Bernache cravant","Ganso de Collar",2021.01,279
"bargoo",NA,"1","Branta leucopsis","Barnacle Goose","Bernache nonnette","Ganso Cariblanco",2021.01,286
"cacgoo1",NA,"8","Branta hutchinsii","Cackling Goose","Bernache de Hutchins","Ganso Canadiense Menor",2021.01,292
"alcgoo1","cacgoo1","2","Branta hutchinsii leucopareia","Cackling Goose (Aleutian)","Bernache de Hutchins (leucopareia)","Ganso Canadiense Menor (leucopareia)",2021.01,293
"ricgoo1","cacgoo1","2","Branta hutchinsii hutchinsii","Cackling Goose (Richardson's)","Bernache de Hutchins (hutchinsii)","Ganso Canadiense Menor (hutchinsii)",2021.01,294
"cacgoo2","cacgoo1","1","Branta hutchinsii minima","Cackling Goose (minima)","Bernache de Hutchins (minima)","Ganso Canadiense Menor (minima)",2021.01,295
"cangoo",NA,"2181","Branta canadensis","Canada Goose","Bernache du Canada","Ganso Canadiense Mayor",2021.01,303
"cangoo4","cangoo","19","Branta canadensis moffitti/maxima","Canada Goose (moffitti/maxima)","Bernache du Canada (moffitti/maxima)","Ganso Canadiense Mayor (moffitti/maxima)",2021.01,304
"cangoo1","cangoo","7","Branta canadensis [canadensis Group]","Canada Goose (canadensis Group)","Bernache du Canada (groupe canadensis)","Ganso Canadiense Mayor (grupo canadensis)",2021.01,310
"x00415",NA,"9","Anser albifrons x Branta canadensis","Greater White-fronted x Canada Goose (hybrid)","Hybride Oie rieuse x Bernache du Canada","Ganso careto x Canadiense Mayor (híbrido)",2021.01,317
"x00759",NA,"4","Anser sp. (Domestic type) x Branta canadensis","Domestic goose sp. (Domestic type) x Canada Goose (hybrid)","Hybride Anser sp. (forme domestique) x Bernache du Canada","Ganso sp. (Doméstico) x Ganso Canadiense Mayor (híbrido)",2021.01,320
"x00197",NA,"1","Anser caerulescens x Branta canadensis","Snow x Canada Goose (hybrid)","Hybride Oie des neiges x Bernache du Canada","Ganso Blanco x Canadiense Mayor (híbrido)",2021.01,321
"hawgoo",NA,"1","Branta sandvicensis","Hawaiian Goose","Bernache néné","Ganso Nené",2021.01,326
"goose1",NA,"2","Anser/Branta sp.","goose sp.","Anserinae sp.","Ganso sp.",2021.01,331
"mutswa",NA,"86","Cygnus olor","Mute Swan","Cygne tuberculé","Cisne Mudo",2021.01,337
"truswa",NA,"30","Cygnus buccinator","Trumpeter Swan","Cygne trompette","Cisne Trompetero",2021.01,341
"tunswa",NA,"41","Cygnus columbianus","Tundra Swan","Cygne siffleur","Cisne de Tundra",2021.01,343
"tunswa1","tunswa","2","Cygnus columbianus columbianus","Tundra Swan (Whistling)","Cygne siffleur (columbianus)","Cisne de Tundra (columbianus)",2021.01,344
"x00418",NA,"2","Cygnus buccinator x columbianus","Trumpeter x Tundra Swan (hybrid)","Hybride Cygne trompette x C. siffleur","Cisne Trompetero x de Tundra (híbrido)",2021.01,347
"y00471",NA,"32","Cygnus buccinator/columbianus","Trumpeter/Tundra Swan","Cygne trompette ou C. siffleur","Cisne Trompetero/de Tundra",2021.01,348
"swan1",NA,"4","Cygnus sp.","swan sp.","Cygne sp.","Cisne sp.",2021.01,352
"egygoo",NA,"11","Alopochen aegyptiaca","Egyptian Goose","Ouette d'Égypte","Ganso Egipcio",2021.01,373
"musduc",NA,"44","Cairina moschata","Muscovy Duck","Canard musqué","Pato Real",2021.01,397
"musduc3","musduc","34","Cairina moschata (Established Feral)","Muscovy Duck (Established Feral)","Canard musqué (forme domestique établie)","Pato Real (Feral Establecido)",2021.01,398
"musduc2",NA,"12","Cairina moschata (Domestic type)","Muscovy Duck (Domestic type)","Canard musqué (forme domestique)","Pato Real (Doméstico)",2021.01,399
"wooduc",NA,"907","Aix sponsa","Wood Duck","Canard branchu","Pato Arcoíris",2021.01,406
"manduc",NA,"3","Aix galericulata","Mandarin Duck","Canard mandarin","Pato Mandarín",2021.01,408
"baitea",NA,"1","Sibirionetta formosa","Baikal Teal","Sarcelle élégante","Cerceta del Baikal",2021.01,424
"buwtea",NA,"57","Spatula discors","Blue-winged Teal","Sarcelle à ailes bleues","Cerceta Alas Azules",2021.01,431
"cintea",NA,"5","Spatula cyanoptera","Cinnamon Teal","Sarcelle cannelle","Cerceta Canela",2021.01,432
"norsho",NA,"46","Spatula clypeata","Northern Shoveler","Canard souchet","Pato Cucharón Norteño",2021.01,443
"gadwal",NA,"53","Mareca strepera","Gadwall","Canard chipeau","Pato Friso",2021.01,447
"x00457",NA,"1","Spatula clypeata x Mareca strepera","Northern Shoveler x Gadwall (hybrid)","Hybride Canard souchet x C. chipeau","Cucharón Norteño x Pato Friso (híbrido)",2021.01,450
"eurwig",NA,"1","Mareca penelope","Eurasian Wigeon","Canard siffleur","Pato Silbón",2021.01,454
"amewig",NA,"92","Mareca americana","American Wigeon","Canard d'Amérique","Pato Chalcuán",2021.01,456
"x00724",NA,"1","Mareca strepera x americana","Gadwall x American Wigeon (hybrid)","Hybride Canard chipeau x C. d'Amérique","Pato Friso x Chalcuán (híbrido)",2021.01,460
"mallar3",NA,"3656","Anas platyrhynchos","Mallard","Canard colvert","Pato de Collar",2021.01,483
"mallar2",NA,"151","Anas platyrhynchos (Domestic type)","Mallard (Domestic type)","Canard colvert (forme domestique)","Pato de Collar (Doméstico)",2021.01,486
"mdxmal1",NA,"22","Cairina moschata x Anas platyrhynchos","Muscovy Duck x Mallard (hybrid)","Hybride Canard musqué x C. colvert","Pato Real x de Collar (híbrido)",2021.01,487
"x00205",NA,"34","Aix sponsa x Anas platyrhynchos","Wood Duck x Mallard (hybrid)","Hybride Canard branchu x C. colvert","Pato Arcoíris x de Collar (híbrido)",2021.01,488
"x00420",NA,"1","Mareca strepera x Anas platyrhynchos","Gadwall x Mallard (hybrid)","Hybride Canard chipeau x C. colvert","Pato Friso x de Collar (híbrido)",2021.01,490
"x00423",NA,"1","Anas platyrhynchos x wyvilliana","Mallard x Hawaiian Duck (hybrid)","Hybride Canard colvert x C. des Hawaï","Ánade Azulón x Hawaiano (híbrido)",2021.01,495
"mexduc",NA,"5","Anas diazi","Mexican Duck","Canard du Mexique","Pato Mexicano",2021.01,502
"mallar",NA,"17","Anas platyrhynchos/diazi","Mallard/Mexican Duck","Canard colvert ou C. du Mexique","Pato de Collar/Mexicano",2021.01,504
"ambduc",NA,"285","Anas rubripes","American Black Duck","Canard noir","Ánade Sombrío",2021.01,505
"x00004",NA,"109","Anas platyrhynchos x rubripes","Mallard x American Black Duck (hybrid)","Hybride Canard colvert x C. noir","Ánade Azulón x Sombrío (híbrido)",2021.01,507
"y00600",NA,"59","Anas platyrhynchos/rubripes","Mallard/American Black Duck","Canard colvert ou C. noir","Ánade Azulón/Sombrío",2021.01,508
"motduc",NA,"59","Anas fulvigula","Mottled Duck","Canard brun","Pato Tejano",2021.01,509
"x00422",NA,"19","Anas platyrhynchos x fulvigula","Mallard x Mottled Duck (hybrid)","Hybride Canard colvert x C. brun","Pato de Collar x Tejano (híbrido)",2021.01,512
"whcpin",NA,"1","Anas bahamensis","White-cheeked Pintail","Canard des Bahamas","Ánade Gargantillo",2021.01,519
"norpin",NA,"65","Anas acuta","Northern Pintail","Canard pilet","Pato Golondrino",2021.01,526
"gnwtea",NA,"77","Anas crecca","Green-winged Teal","Sarcelle d'hiver","Cerceta Alas Verdes",2021.01,541
"egwtea1","gnwtea","1","Anas crecca crecca","Green-winged Teal (Eurasian)","Sarcelle d'hiver (crecca)","Cerceta Alas Verdes (crecca)",2021.01,542
"agwtea1","gnwtea","9","Anas crecca carolinensis","Green-winged Teal (American)","Sarcelle d'hiver (carolinensis)","Cerceta Alas Verdes (carolinensis)",2021.01,543
"x00670",NA,"1","Anas platyrhynchos x crecca","Mallard x Green-winged Teal (hybrid)","Hybride Canard colvert x Sarcelle d'hiver","Pato de Collar x Cerceta Alas Verdes (híbrido)",2021.01,552
"dabduc1",NA,"1","Anatidae sp. (dabbling duck sp.)","dabbling duck sp.","Anatidé sp. (Canard barboteur sp.)","Pato de Superficie sp.",2021.01,580
"canvas",NA,"22","Aythya valisineria","Canvasback","Fuligule à dos blanc","Pato Coacoxtle",2021.01,591
"redhea",NA,"28","Aythya americana","Redhead","Fuligule à tête rouge","Pato Cabeza Roja",2021.01,592
"rinduc",NA,"133","Aythya collaris","Ring-necked Duck","Fuligule à collier","Pato Pico Anillado",2021.01,597
"gresca",NA,"14","Aythya marila","Greater Scaup","Fuligule milouinan","Pato Boludo Mayor",2021.01,616
"lessca",NA,"56","Aythya affinis","Lesser Scaup","Petit Fuligule","Pato Boludo Menor",2021.01,622
"x00613",NA,"1","Aythya collaris x affinis","Ring-necked Duck x Lesser Scaup (hybrid)","Hybride Fuligule à collier x Petit Fuligule","Pato Pico Anillado x Boludo Menor (híbrido)",2021.01,624
"scaup",NA,"3","Aythya marila/affinis","Greater/Lesser Scaup","Fuligule milouinan ou Petit Fuligule","Pato Boludo Mayor/Menor",2021.01,626
"comeid",NA,"5","Somateria mollissima","Common Eider","Eider à duvet","Éider Común",2021.01,636
"sursco",NA,"2","Melanitta perspicillata","Surf Scoter","Macreuse à front blanc","Negreta Nuca Blanca",2021.01,649
"whwsco2",NA,"1","Melanitta deglandi","White-winged Scoter","Macreuse à ailes blanches","Negreta Alas Blancas Americana",2021.01,651
"whwsco",NA,"3","Melanitta fusca/deglandi/stejnegeri","Velvet/White-winged/Stejneger's Scoter","Macreuse brune, M. à ailes blanches ou M. de Sibérie","Negreta Alas Blancas Euroasiática/Americana/de Stejneger",2021.01,654
"blksco2",NA,"1","Melanitta americana","Black Scoter","Macreuse à bec jaune","Negreta Pico Amarillo",2021.01,657
"lotduc",NA,"6","Clangula hyemalis","Long-tailed Duck","Harelde kakawi","Pato Cola Larga",2021.01,661
"buffle",NA,"185","Bucephala albeola","Bufflehead","Petit Garrot","Pato Monja",2021.01,662
"comgol",NA,"99","Bucephala clangula","Common Goldeneye","Garrot à oeil d'or","Pato Chillón",2021.01,663
"bargol",NA,"9","Bucephala islandica","Barrow's Goldeneye","Garrot d'Islande","Pato Islándico",2021.01,668
"y00004",NA,"3","Bucephala clangula/islandica","Common/Barrow's Goldeneye","Garrot à oeil d'or ou G. d'Islande","Pato Chillón/Islándico",2021.01,670
"hoomer",NA,"337","Lophodytes cucullatus","Hooded Merganser","Harle couronné","Mergo Cresta Blanca",2021.01,673
"x00202",NA,"1","Aix sponsa x Lophodytes cucullatus","Wood Duck x Hooded Merganser (hybrid)","Hybride Canard branchu x Harle couronné","Pato Arcoíris x Mergo Cresta Blanca (híbrido)",2021.01,674
"x00424",NA,"1","Bucephala albeola x Lophodytes cucullatus","Bufflehead x Hooded Merganser (hybrid)","Hybride Petit Garrot x Harle couronné","Pato Monja x Mergo Cresta Blanca (híbrido)",2021.01,675
"commer",NA,"173","Mergus merganser","Common Merganser","Grand Harle","Mergo Mayor",2021.01,681
"commer1","commer","10","Mergus merganser americanus","Common Merganser (North American)","Grand Harle (americanus)","Mergo Mayor (americanus)",2021.01,685
"rebmer",NA,"52","Mergus serrator","Red-breasted Merganser","Harle huppé","Mergo Copetón",2021.01,689
"x00614",NA,"2","Aythya collaris x Mergus serrator","Ring-necked Duck x Red-breasted Merganser (hybrid)","Hybride Fuligule à collier x Harle huppé","Pato Pico Anillado x Mergo Copetón (híbrido)",2021.01,690
"mergan1",NA,"2","Mergellus/Lophodytes/Mergus sp.","merganser sp.","Harle sp.","Mergo sp.",2021.01,694
"rudduc",NA,"32","Oxyura jamaicensis","Ruddy Duck","Érismature rousse","Pato Tepalcate",2021.01,697
"duck1",NA,"32","Anatinae sp.","duck sp.","Anatidé sp.","Pato sp.",2021.01,711
"placha",NA,"14","Ortalis vetula","Plain Chachalaca","Ortalide chacamel","Chachalaca Oriental",2021.01,769
"rubcha1",NA,"1","Ortalis wagleri","Rufous-bellied Chachalaca","Ortalide à ventre marron","Chachalaca Vientre Castaño",2021.01,780
"colcha1",NA,"1","Ortalis columbiana","Colombian Chachalaca","Ortalide de Colombie","Chachalaca Colombiana",2021.01,786
"helgui",NA,"13","Numida meleagris","Helmeted Guineafowl","Pintade de Numidie","Pintada Común",2021.01,885
"mouqua",NA,"80","Oreortyx pictus","Mountain Quail","Colin des montagnes","Codorniz de Montaña",2021.01,920
"norbob",NA,"760","Colinus virginianus","Northern Bobwhite","Colin de Virginie","Codorniz Cotuí",2021.01,933
"norbob1","norbob","6","Colinus virginianus [virginianus Group]","Northern Bobwhite (Eastern)","Colin de Virginie (groupe virginianus)","Codorniz Cotuí (grupo virginianus)",2021.01,934
"scaqua",NA,"151","Callipepla squamata","Scaled Quail","Colin écaillé","Codorniz Escamosa",2021.01,987
"x00688",NA,"12","Colinus virginianus x Callipepla squamata","Northern Bobwhite x Scaled Quail (hybrid)","Hybride Colin de Virginie x C. écaillé","Codorniz Cotuí x Escamosa (híbrido)",2021.01,992
"calqua",NA,"2524","Callipepla californica","California Quail","Colin de Californie","Codorniz Californiana",2021.01,999
"gamqua",NA,"860","Callipepla gambelii","Gambel's Quail","Colin de Gambel","Codorniz de Gambel",2021.01,1009
"x00689",NA,"1","Callipepla squamata x gambelii","Scaled x Gambel's Quail (hybrid)","Hybride Colin écaillé x C. de Gambel","Codorniz Escamosa x Chiquiri (híbrido)",2021.01,1017
"y00315",NA,"1","Callipepla californica x gambelii","California x Gambel's Quail (hybrid)","Hybride Colin de Californie x C. de Gambel","Codorniz Californiana x de Gambel (híbrido)",2021.01,1018
"monqua",NA,"10","Cyrtonyx montezumae","Montezuma Quail","Colin arlequin","Codorniz de Moctezuma",2021.01,1020
"quail1",NA,"9","Odontophoridae sp.","new world quail sp.","Odontophoridé sp.","Codorniz del Nuevo Mundo sp.",2021.01,1083
"wiltur",NA,"7251","Meleagris gallopavo","Wild Turkey","Dindon sauvage","Guajolote Norteño",2021.01,1180
"rufgro",NA,"1913","Bonasa umbellus","Ruffed Grouse","Gélinotte huppée","Grévol Engolado",2021.01,1189
"dusgro",NA,"11","Dendragapus obscurus","Dusky Grouse","Tétras sombre","Gallo Oscuro",2021.01,1221
"soogro1",NA,"4","Dendragapus fuliginosus","Sooty Grouse","Tétras fuligineux","Gallo Fuliginoso",2021.01,1226
"blugrs",NA,"7","Dendragapus obscurus/fuliginosus","Dusky/Sooty Grouse","Tétras sombre ou T. fuligineux","Gallo Oscuro/Fuliginoso",2021.01,1231
"shtgro",NA,"79","Tympanuchus phasianellus","Sharp-tailed Grouse","Tétras à queue fine","Gallo de Las Praderas Rabudo",2021.01,1232
"grpchi",NA,"1","Tympanuchus cupido","Greater Prairie-Chicken","Tétras des prairies","Gallo de Las Praderas Grande",2021.01,1241
"greprc1","grpchi","1","Tympanuchus cupido pinnatus","Greater Prairie-Chicken (pinnatus)","Tétras des prairies (pinnatus)","Gallo de Las Praderas Grande (pinnatus)",2021.01,1242
"wilpta",NA,"14","Lagopus lagopus","Willow Ptarmigan","Lagopède des saules","Lagópodo Común",2021.01,1255
"rocpta1",NA,"1","Lagopus muta","Rock Ptarmigan","Lagopède alpin","Lagópodo Alpino",2021.01,1276
"ptarmi1",NA,"1","Lagopus sp.","ptarmigan sp.","Lagopus sp.","Lagópodo sp.",2021.01,1307
"sprgro",NA,"100","Canachites canadensis","Spruce Grouse","Tétras du Canada","Gallo Canadiense",2021.01,1309
"frsgro1","sprgro","1","Canachites canadensis franklinii/isleibi","Spruce Grouse (Franklin's)","Tétras du Canada (franklinii/isleibi)","Gallo Canadiense (franklinii/isleibi)",2021.01,1316
"grypar",NA,"211","Perdix perdix","Gray Partridge","Perdrix grise","Perdiz Pardilla",2021.01,1350
"golphe",NA,"1","Chrysolophus pictus","Golden Pheasant","Faisan doré","Faisán Dorado",2021.01,1373
"rinphe",NA,"2967","Phasianus colchicus","Ring-necked Pheasant","Faisan de Colchide","Faisán de Collar",2021.01,1375
"rinphe1","rinphe","29","Phasianus colchicus [colchicus Group]","Ring-necked Pheasant (Ring-necked)","Faisan de Colchide (groupe colchicus)","Faisán de Collar (grupo colchicus)",2021.01,1376
"rinphe2","rinphe","2","Phasianus colchicus [versicolor Group]","Ring-necked Pheasant (Green)","Faisan de Colchide (groupe versicolor)","Faisán de Collar (grupo versicolor)",2021.01,1408
"kalphe",NA,"1","Lophura leucomelanos","Kalij Pheasant","Faisan leucomèle","Faisán Kálij",2021.01,1426
"silphe",NA,"1","Lophura nycthemera","Silver Pheasant","Faisan argenté","Faisán Plateado",2021.01,1436
"compea",NA,"16","Pavo cristatus","Indian Peafowl","Paon bleu","Pavo Real Común",2021.01,1471
"pheasa1",NA,"4","Phasianidae sp. (pheasant sp.)","pheasant sp.","Faisan sp.","Faisán sp.",2021.01,1515
"redjun",NA,"1","Gallus gallus","Red Junglefowl","Coq bankiva","Gallo Bankiva",2021.01,1522
"redjun1",NA,"1","Gallus gallus (Domestic type)","Red Junglefowl (Domestic type)","Coq bankiva (forme domestique)","Gallo Bankiva (doméstico)",2021.01,1528
"gryfra",NA,"7","Ortygornis pondicerianus","Gray Francolin","Francolin gris","Francolín Gris",2021.01,1541
"relpar1",NA,"2","Alectoris rufa","Red-legged Partridge","Perdrix rouge","Perdiz Roja",2021.01,1655
"chukar",NA,"69","Alectoris chukar","Chukar","Perdrix choukar","Perdiz Chukar",2021.01,1659
"ercfra",NA,"1","Pternistis erckelii","Erckel's Francolin","Francolin d'Erckel","Francolín de Erckel",2021.01,1707
"leagre",NA,"4","Tachybaptus dominicus","Least Grebe","Grèbe minime","Zambullidor Menor",2021.01,1779
"pibgre",NA,"108","Podilymbus podiceps","Pied-billed Grebe","Grèbe à bec bigarré","Zambullidor Pico Grueso",2021.01,1785
"horgre",NA,"13","Podiceps auritus","Horned Grebe","Grèbe esclavon","Zambullidor Cornudo",2021.01,1796
"rengre",NA,"6","Podiceps grisegena","Red-necked Grebe","Grèbe jougris","Zambullidor Cuello Rojo",2021.01,1799
"eargre",NA,"4","Podiceps nigricollis","Eared Grebe","Grèbe à cou noir","Zambullidor Orejón",2021.01,1806
"y00229",NA,"1","Podiceps auritus/nigricollis","Horned/Eared Grebe","Grèbe esclavon ou G. à cou noir","Zambullidor Cornudo/Orejón",2021.01,1810
"wesgre",NA,"4","Aechmophorus occidentalis","Western Grebe","Grèbe élégant","Achichilique Pico Amarillo",2021.01,1818
"rocpig",NA,"10225","Columba livia","Rock Pigeon","Pigeon biset","Paloma Común",2021.01,1827
"rocpig1","rocpig","1468","Columba livia (Feral Pigeon)","Rock Pigeon (Feral Pigeon)","Pigeon biset (forme domestique)","Paloma Común (Doméstica)",2021.01,1842
"whcpig2",NA,"3","Patagioenas leucocephala","White-crowned Pigeon","Pigeon à couronne blanche","Paloma Corona Blanca",2021.01,1929
"rebpig1",NA,"2","Patagioenas flavirostris","Red-billed Pigeon","Pigeon à bec rouge","Paloma Morada",2021.01,1930
"batpig1",NA,"2075","Patagioenas fasciata","Band-tailed Pigeon","Pigeon à queue barrée","Paloma Encinera",2021.01,1939
"batpig2","batpig1","1","Patagioenas fasciata [fasciata Group]","Band-tailed Pigeon (Northern)","Pigeon à queue barrée (groupe fasciata)","Paloma Encinera (grupo fasciata)",2021.01,1940
"y00319",NA,"1","Columba livia/Patagioenas fasciata","Rock/Band-tailed Pigeon","Pigeon biset ou P. à queue barrée","Paloma Doméstica/Encinera",2021.01,1949
"eutdov",NA,"2","Streptopelia turtur","European Turtle-Dove","Tourterelle des bois","Tórtola Europea",2021.01,1981
"ortdov",NA,"1","Streptopelia orientalis","Oriental Turtle-Dove","Tourterelle orientale","Tórtola Oriental",2021.01,1988
"eucdov",NA,"5208","Streptopelia decaocto","Eurasian Collared-Dove","Tourterelle turque","Paloma de Collar Turca",2021.01,1997
"afcdov1",NA,"53","Streptopelia roseogrisea","African Collared-Dove","Tourterelle rieuse","Paloma de Collar Africana",2021.01,2001
"afrcod1",NA,"193","Streptopelia roseogrisea (Domestic type)","African Collared-Dove (Domestic type or Ringed Turtle-Dove)","Tourterelle rieuse (forme domestique)","Paloma de Collar Africana (Doméstica)",2021.01,2004
"rindov",NA,"23","Streptopelia capicola","Ring-necked Dove","Tourterelle du Cap","Tórtola de El Cabo",2021.01,2016
"spodov",NA,"172","Streptopelia chinensis","Spotted Dove","Tourterelle tigrine","Paloma de Oriente",2021.01,2034
"strept1",NA,"2","Streptopelia sp.","Streptopelia sp.","Streptopelia sp.","Streptopelia sp.",2021.01,2045
"zebdov",NA,"22","Geopelia striata","Zebra Dove","Géopélie zébrée","Tortolita Estriada",2021.01,2195
"incdov",NA,"1824","Columbina inca","Inca Dove","Colombe inca","Tortolita Cola Larga",2021.01,2205
"cogdov",NA,"2891","Columbina passerina","Common Ground Dove","Colombe à queue noire","Tortolita Pico Rojo",2021.01,2206
"rugdov",NA,"2","Columbina talpacoti","Ruddy Ground Dove","Colombe rousse","Tortolita Canela",2021.01,2230
"y00320",NA,"1","Columbina sp.","ground dove/Inca Dove","Columbina sp.","Tortolita sp.",2021.01,2245
"gfqdov",NA,"1","Geotrygon caniceps","Gray-fronted Quail-Dove","Colombe de Gundlach","Paloma Perdiz Camao",2021.01,2277
"wfqdov",NA,"1","Geotrygon leucometopia","White-fronted Quail-Dove","Colombe d'Hispaniola","Paloma Perdiz Dominicana",2021.01,2278
"whtdov",NA,"26","Leptotila verreauxi","White-tipped Dove","Colombe de Verreaux","Paloma Arroyera",2021.01,2282
"whwdov",NA,"3159","Zenaida asiatica","White-winged Dove","Tourterelle à ailes blanches","Paloma Alas Blancas",2021.01,2346
"moudov",NA,"67034","Zenaida macroura","Mourning Dove","Tourterelle triste","Huilota Común",2021.01,2369
"dove1",NA,"31","Columbidae sp.","pigeon/dove sp.","Pigeon sp.","Columbidae sp.",2021.01,2799
"grbani",NA,"2","Crotophaga sulcirostris","Groove-billed Ani","Ani à bec cannelé","Garrapatero Pijuy",2021.01,2965
"greroa",NA,"957","Geococcyx californianus","Greater Roadrunner","Grand Géocoucou","Correcaminos Norteño",2021.01,2976
"squcuc1",NA,"2","Piaya cayana","Squirrel Cuckoo","Piaye écureuil","Cuclillo Canelo",2021.01,3150
"yebcuc",NA,"4","Coccyzus americanus","Yellow-billed Cuckoo","Coulicou à bec jaune","Cuclillo Pico Amarillo",2021.01,3169
"bkbcuc",NA,"2","Coccyzus erythropthalmus","Black-billed Cuckoo","Coulicou à bec noir","Cuclillo Pico Negro",2021.01,3174
"oricuc2",NA,"1","Cuculus optatus","Oriental Cuckoo","Coucou oriental","Cuco Oriental",2021.01,3365
"lesnig",NA,"6","Chordeiles acutipennis","Lesser Nighthawk","Engoulevent minime","Chotacabras Menor",2021.01,3433
"comnig",NA,"11","Chordeiles minor","Common Nighthawk","Engoulevent d'Amérique","Chotacabras Zumbón",2021.01,3441
"nighth1",NA,"1","Chordeiles sp.","nighthawk sp.","Chordeiles sp.","Chordeiles sp.",2021.01,3454
"compau",NA,"1","Nyctidromus albicollis","Common Pauraque","Engoulevent pauraqué","Chotacabras Pauraque",2021.01,3486
"compoo",NA,"6","Phalaenoptilus nuttallii","Common Poorwill","Engoulevent de Nuttall","Tapacaminos Pandeagua",2021.01,3537
"chwwid",NA,"14","Antrostomus carolinensis","Chuck-will's-widow","Engoulevent de Caroline","Tapacaminos de Carolina",2021.01,3543
"bucnig",NA,"1","Antrostomus ridgwayi","Buff-collared Nightjar","Engoulevent de Ridgway","Tapacaminos Tucuchillo",2021.01,3561
"whcswi",NA,"1","Streptoprocne zonaris","White-collared Swift","Martinet à collier blanc","Vencejo Collar Blanco",2021.01,3752
"chiswi",NA,"28","Chaetura pelagica","Chimney Swift","Martinet ramoneur","Vencejo de Chimenea",2021.01,3788
"vauswi",NA,"3","Chaetura vauxi","Vaux's Swift","Martinet de Vaux","Vencejo de Vaux",2021.01,3789
"whtswi",NA,"7","Aeronautes saxatalis","White-throated Swift","Martinet à gorge blanche","Vencejo Pecho Blanco",2021.01,4063
"ruthum1",NA,"2","Chrysolampis mosquitus","Ruby-topaz Hummingbird","Colibri rubis-topaze","Colibrí Rubí",2021.01,4284
"peacoq1",NA,"1","Lophornis pavoninus","Peacock Coquette","Coquette paon","Coqueta Pavonina",2021.01,4353
"maghum1",NA,"22","Eugenes fulgens","Rivoli's Hummingbird","Colibri de Rivoli","Colibrí Magnífico",2021.01,4612
"plcsta",NA,"1","Heliomaster constantii","Plain-capped Starthroat","Colibri de Constant","Colibrí Picudo Occidental",2021.01,4618
"buthum",NA,"6","Lampornis clemenciae","Blue-throated Mountain-gem","Colibri à gorge bleue","Colibrí Garganta Azul",2021.01,4640
"luchum",NA,"7","Calothorax lucifer","Lucifer Hummingbird","Colibri lucifer","Colibrí Lucifer",2021.01,4685
"rthhum",NA,"2702","Archilochus colubris","Ruby-throated Hummingbird","Colibri à gorge rubis","Colibrí Garganta Rubí",2021.01,4688
"bkchum",NA,"1520","Archilochus alexandri","Black-chinned Hummingbird","Colibri à gorge noire","Colibrí Barba Negra",2021.01,4689
"archil1",NA,"14","Archilochus colubris/alexandri","Ruby-throated/Black-chinned Hummingbird","Colibri à gorge rubis ou C. à gorge noire","Colibrí Garganta Rubí/Barba Negra",2021.01,4692
"annhum",NA,"6500","Calypte anna","Anna's Hummingbird","Colibri d'Anna","Colibrí Cabeza Roja",2021.01,4699
"coshum",NA,"611","Calypte costae","Costa's Hummingbird","Colibri de Costa","Colibrí Cabeza Violeta",2021.01,4702
"x00618",NA,"2","Calypte anna x costae","Anna's x Costa's Hummingbird (hybrid)","Hybride Colibri d'Anna x C. de Costa","Colibrí Cabeza Roja x Cabeza Violeta (híbrido)",2021.01,4705
"calypt",NA,"8","Calypte anna/costae","Anna's/Costa's Hummingbird","Colibri d'Anna ou C. de Costa","Colibrí Cabeza Roja/Cabeza Violeta",2021.01,4706
"calhum",NA,"89","Selasphorus calliope","Calliope Hummingbird","Colibri calliope","Zumbador Garganta Rayada",2021.01,4707
"x00619",NA,"2","Calypte anna x Selasphorus calliope","Anna's x Calliope Hummingbird (hybrid)","Hybride Colibri d'Anna x C. calliope","Colibrí Cabeza Roja x Zumbador Garganta Rayada (híbrido)",2021.01,4709
"rufhum",NA,"3460","Selasphorus rufus","Rufous Hummingbird","Colibri roux","Zumbador Canelo",2021.01,4710
